FACID,FACILITY_TYPE,LIC#,LICENSED_NAME,ADDRESS,FAC_CITY,FAC_ST,ZIP,CSZ,COUNTY,LAT,LNG,FULL_ADDR
NJ47A102,Assisted Living Residence,47A102,Abrams Residence,50 Walter Street,Ewing,NJ,8628,"EWING, NJ  08628",Mercer,40.2612605,-74.800905,"50 Walter Street, Ewing, NJ, US"
NJ47A003,Assisted Living Residence,47a003,Acorn Glen,775 Mt. Lucas Road,Princeton,NJ,8540,"PRINCETON, NJ  08540",Mercer,40.3867001,-74.6536689,"775 Mt. Lucas Road, Princeton, NJ, US"
NJAL02007,Assisted Living Residence,AL02007,"Actors Fund Home, The",155-175 West Hudson Avenue,Englewood,NJ,7631,"ENGLEWOOD, NJ  07631",Bergen,40.9107499,-73.9750735,"155-175 West Hudson Avenue, Englewood, NJ, US"
NJ7U0NFD,Assisted Living Residence,7U0NFD,Alaris Health At The Atrium,350 Ninth Street,Jersey City,NJ,7302,"JERSEY CITY, NJ  07302",Hudson,40.728722,-74.049572,"350 Ninth Street, Jersey City, NJ, US"
NJ18A113,Assisted Living Residence,18A113,All American Assisted Living At Hillsborough,351 Route 206,Hillsborough,NJ,8844,"HILLSBOROUGH, NJ  08844",Somerset,40.4776,-74.62682,"351 Route 206, Hillsborough, NJ, US"
NJ08A012,Assisted Living Residence,08A012,All American Assisted Living At Washington Township,339 Greentree Road,Sewell,NJ,8080,"SEWELL, NJ  08080",Gloucester,39.748095,-75.080056,"339 Greentree Road, Sewell, NJ, US"
NJ90A120,Assisted Living Residence,90A120,"Amber Court Of Elizabeth, Llc",1155 East Jersey Street,Elizabeth,NJ,7201,"ELIZABETH, NJ  07201",Union,40.6650251,-74.2134434,"1155 East Jersey Street, Elizabeth, NJ, US"
NJ13A003,Assisted Living Residence,13A003,Applewood Estates Assisted Living Residence,One Applewood Drive,Freehold,NJ,7728,"FREEHOLD, NJ  07728",Monmouth,40.24837,-74.3153574,"One Applewood Drive, Freehold, NJ, US"
NJ80A000,Assisted Living Residence,80a000,Arbor Glen,100 Monroe Street,Bridgewater,NJ,8807,"BRIDGEWATER, NJ  08807",Somerset,40.5730625,-74.5927801,"100 Monroe Street, Bridgewater, NJ, US"
NJ13A012,Assisted Living Residence,13A012,Arbor Terrace Morris Plains,361 Speedwell Avenue,Morris Plains,NJ,7950,"MORRIS PLAINS, NJ  07950",Morris,40.8231469,-74.4801749,"361 Speedwell Avenue, Morris Plains, NJ, US"
NJ03A014,Assisted Living Residence,03A014,Arbor Terrace Mount Laurel,785  Centerton Road,Mount Laurel,NJ,8054,"MOUNT LAUREL, NJ  08054",Burlington,39.996007,-74.873188,"785  Centerton Road, Mount Laurel, NJ, US"
NJ20A013,Assisted Living Residence,AL20001,Arbor Terrace Mountainside,1050 Springfield Avenue,Mountainside,NJ,7092,"MOUNTAINSIDE, NJ  07092",Union,40.680264,-74.331557,"1050 Springfield Avenue, Mountainside, NJ, US"
NJ13A303,Assisted Living Residence,13A303,Arbor Terrace Of Middletown,1800 Highway 35 South,Middletown,NJ,7748,"MIDDLETOWN, NJ  07748",Monmouth,40.40743,-74.129913,"1800 Highway 35 South, Middletown, NJ, US"
NJ07015,Assisted Living Residence,07015,Arbor Terrace Roseland,345 Eagle Rock Avenue,Roseland,NJ,7068,"ROSELAND, NJ  07068",Essex,40.8204855,-74.3073869,"345 Eagle Rock Avenue, Roseland, NJ, US"
Q4VDWW,Assisted Living Residence,Q4VDWW,Arbor Terrace Shrewsbury,864 Shrewsbury Avenue,Tinton Falls,NJ,7724,"TINTON FALLS, NJ  07724",Monmouth,40.317145,-74.071602,"864 Shrewsbury Avenue, Tinton Falls, NJ, US"
NJ15A001,Assisted Living Residence,15A001,Arden Courts Of Cherry Hill,2700 Chapel Avenue,Cherry Hill,NJ,8002,"CHERRY HILL, NJ  08002",Camden,39.9278,-75.010838,"2700 Chapel Avenue, Cherry Hill, NJ, US"
NJ70A002,Assisted Living Residence,70a002,Arden Courts Of Wayne,800 Hamburg Turnpike,Wayne,NJ,7470,"WAYNE, NJ  07470",Passaic,40.9578113,-74.2225997,"800 Hamburg Turnpike, Wayne, NJ, US"
NJ30A002,Assisted Living Residence,30a002,Arden Courts Of West Orange,510 Prospect Avenue,West Orange,NJ,7052,"WEST ORANGE, NJ  07052",Essex,40.788053,-74.256204,"510 Prospect Avenue, West Orange, NJ, US"
NJ60A003,Assisted Living Residence,60a003,Arden Courts Of Whippany,18 Eden Lane,Whippany,NJ,7981,"WHIPPANY, NJ  07981",Morris,40.819784,-74.42553,"18 Eden Lane, Whippany, NJ, US"
NJ15A116,Assisted Living Residence,15A116,Artis Senior Living Of Brick,466 Jack Martin Boulevard,Brick,NJ,8724,"BRICK, NJ  08724",Ocean,40.0807349,-74.1340659,"466 Jack Martin Boulevard, Brick, NJ, US"
NJ03A008,Assisted Living Residence,03A008,"Artis Senior Living Of Evesham, Llc",302 Lippincott Drive,Evesham,NJ,8053,"EVESHAM, NJ  08053",Burlington,39.8860384,-74.9257264,"302 Lippincott Drive, Evesham, NJ, US"
NJ11A013,Assisted Living Residence,11A013,Artis Senior Living Of Princeton Junction,861 Alexander Road,Princeton,NJ,8540,"PRINCETON, NJ  08540",Middlesex,40.331866,-74.652512,"861 Alexander Road, Princeton, NJ, US"
NJ82436,Assisted Living Residence,082436,Assisted Living At Fellowship Village,9000 Fellowship Road,Basking Ridge,NJ,7920,"BASKING RIDGE, NJ  07920",Somerset,40.654932,-74.580469,"9000 Fellowship Road, Basking Ridge, NJ, US"
NJ15A002,Assisted Living Residence,15A002,Atria Cherry Hill,1979 Route 70 East,Cherry Hill,NJ,8003,"CHERRY HILL, NJ  08003",Camden,39.910779,-74.993856,"1979 Route 70 East, Cherry Hill, NJ, US"
NJ02A026,Assisted Living Residence,02A026,Atria Norwood,545 Tappan Road,Norwood,NJ,7648,"NORWOOD, NJ  07648",Bergen,41.0183309,-73.9506592,"545 Tappan Road, Norwood, NJ, US"
NJ65A002,Assisted Living Residence,65a002,Atria Stafford,1275 Route 72,Manahawkin,NJ,8050,"MANAHAWKIN, NJ  08050",Ocean,39.698529,-74.265896,"1275 Route 72, Manahawkin, NJ, US"
NJ55A004,Assisted Living Residence,55A004,Atria Tinton Falls,44 Pine Street,Tinton Falls,NJ,7753,"TINTON FALLS, NJ  07753",Monmouth,40.2415594,-74.0825011,"44 Pine Street, Tinton Falls, NJ, US"
NJ15A006,Assisted Living Residence,15a006,Atria Voorhees Assisted Living Residence,1301 Laurel Oak Road,Voorhees,NJ,8043,"VOORHEES, NJ  08043",Camden,39.8481833,-74.9701555,"1301 Laurel Oak Road, Voorhees, NJ, US"
NJ13A021,Assisted Living Residence,13A021,Atria Waldwick,245 Wyckoff Avenue,Waldwick,NJ,7463,"WALDWICK, NJ  07463",Bergen,41.0125731,-74.1408107,"245 Wyckoff Avenue, Waldwick, NJ, US"
NJ55A006,Assisted Living Residence,55a006,Atrium Senior Living Of Matawan,40 Freneau Avenue,Matawan,NJ,7747,"MATAWAN, NJ  07747",Monmouth,40.400016,-74.236976,"40 Freneau Avenue, Matawan, NJ, US"
NJ5A001,Assisted Living Residence,05A001,Atrium Senior Living Of Park Ridge,124 Noyes Drive,Park Ridge,NJ,7656,"PARK RIDGE, NJ  07656",Bergen,41.038038,-74.0328263,"124 Noyes Drive, Park Ridge, NJ, US"
NJ90112,Assisted Living Residence,90112,Atrium Senior Living Of Princeton,1000 Windrow Drive,Princeton,NJ,8540,"PRINCETON, NJ  08540",Mercer,40.356182,-74.615363,"1000 Windrow Drive, Princeton, NJ, US"
NJ80A006,Assisted Living Residence,80A006,Avalon At Bridgewater,565 State Highway 28,Bridgewater,NJ,8807,"BRIDGEWATER, NJ  08807",Somerset,40.568292,-74.565566,"565 State Highway 28, Bridgewater, NJ, US"
NJ80A113,Assisted Living Residence,80A113,The Avalon At Hillsborough,393 Amwell Road,Hillsborough,NJ,8844,"HILLSBOROUGH, NJ  08844",Somerset,40.496621,-74.617184,"393 Amwell Road, Hillsborough, NJ, US"
NJ25A000,Assisted Living Residence,25A000,Baker Place,685 S. Brewster Road,Vineland,NJ,8360,"VINELAND, NJ  08360",Cumberland,39.4738935,-74.9768668,"685 S. Brewster Road, Vineland, NJ, US"
NJ90115,Assisted Living Residence,90115,Bayside Manor,7 Laurel Avenue,Keansburg,NJ,7734,"KEANSBURG, NJ  07734",Monmouth,40.449838,-74.142759,"7 Laurel Avenue, Keansburg, NJ, US"
NJ8HEV7E,Assisted Living Residence,8HEV7E,Bear Creek Assisted Living,291 Village Road East,West Windsor,NJ,8550,"WEST WINDSOR, NJ  08550",Mercer,40.2689647,-74.5904357,"291 Village Road East, West Windsor, NJ, US"
NJ65A008,Assisted Living Residence,65A008,Bella Terra Assisted Living Residence,2 Kathleen Drive,Jackson,NJ,8527,"JACKSON, NJ  08527",Ocean,40.127871,-74.267928,"2 Kathleen Drive, Jackson, NJ, US"
NJ60A008,Assisted Living Residence,60A008,Bentley Commons At Paragon Village,425/427 Route 46 East,Hackettstown,NJ,7840,"HACKETTSTOWN, NJ  07840",Morris,40.85399,-74.82906,"425/427 Route 46 East, Hackettstown, NJ, US"
C9LQB9,Assisted Living Residence,C9LQB9,Brandywine Assisted Living At Howell,100 Meridian Place,Howell,NJ,7731,"HOWELL, NJ  07731",Monmouth,40.311966,-74.234516,"100 Meridian Place, Howell, NJ, US"
NJ80A004,Assisted Living Residence,80A004,Brandywine Living At Middlebrook Crossing,2005 Route 22 West,Bridgewater,NJ,8807,"BRIDGEWATER, NJ  08807",Somerset,40.574949,-74.554513,"2005 Route 22 West, Bridgewater, NJ, US"
NJ10A002,Assisted Living Residence,10A002,Brandywine Living At Moorestown Estates,1205 N. Church Street,Moorestown,NJ,8057,"MOORESTOWN, NJ  08057",Burlington,39.9726134,-74.9742879,"1205 N. Church Street, Moorestown, NJ, US"
NJ1A000,Assisted Living Residence,01A000,Brandywine Living At Brandall Estates,432 Central Avenue,Linwood,NJ,8221,"LINWOOD, NJ  08221",Atlantic,39.3589044,-74.5688144,"432 Central Avenue, Linwood, NJ, US"
NJ55A002,Assisted Living Residence,55A002,Brandywine Living At Governor'S Crossing,49 Lasatta Avenue,Englishtown,NJ,7726,"ENGLISHTOWN, NJ  07726",Monmouth,40.297657,-74.370195,"49 Lasatta Avenue, Englishtown, NJ, US"
NJ04A022,Assisted Living Residence,04A022,Brandywine Living At Haddonfield,132 Warwick Road,Haddonfield,NJ,8033,"HADDONFIELD, NJ  08033",Camden,39.8921251,-75.0385461,"132 Warwick Road, Haddonfield, NJ, US"
NJ07A021,Assisted Living Residence,07A021,Brandywine Living At Livingston,369 East Mt Pleasant Avenue,Livingston,NJ,7039,"LIVINGSTON, NJ  07039",Essex,40.7957761,-74.2919121,"369 East Mt Pleasant Avenue, Livingston, NJ, US"
NJ02A024,Assisted Living Residence,02A024,Brandywine Living At Mahwah,814 Wyckoff Avenue,Mahwah,NJ,7430,"MAHWAH, NJ  07430",Bergen,41.0256578,-74.1678005,"814 Wyckoff Avenue, Mahwah, NJ, US"
NJ80A005,Assisted Living Residence,80a005,Brandywine Living At Mountain Ridge,680 Mountain Boulevard,Watchung,NJ,7069,"WATCHUNG, NJ  07069",Somerset,40.6240243,-74.4752487,"680 Mountain Boulevard, Watchung, NJ, US"
ZRXUPT,Assisted Living Residence,ZRXUPT,Brandywine Living At Pennington,143 West Franklin Avenue,Pennington,NJ,8534,"PENNINGTON, NJ  08534",Mercer,40.3319479,-74.7991228,"143 West Franklin Avenue, Pennington, NJ, US"
LHR4HN,Assisted Living Residence,LHR4HN,Brandywine Living At Princeton,155 Raymond Road,Princeton,NJ,8540,"PRINCETON, NJ  08540",Mercer,40.380144,-74.58552,"155 Raymond Road, Princeton, NJ, US"
NJ65A005,Assisted Living Residence,65a005,Brandywine Living At Reflections,1594 Route 88,Brick,NJ,8724,"BRICK, NJ  08724",Ocean,40.05995,-74.10992,"1594 Route 88, Brick, NJ, US"
7EKKEK,Assisted Living Residence,7EKKEK,Brandywine Living At Reflections At Colts Neck,3 Meridian Circle,Colts Neck,NJ,7722,"COLTS NECK, NJ  07722",Monmouth,40.2802212,-74.1734022,"3 Meridian Circle, Colts Neck, NJ, US"
NJ65A112,Assisted Living Residence,65A112,Brandywine Living At Toms River,1587 Old Freehold Road,Toms River,NJ,8755,"TOMS RIVER, NJ  08755",Ocean,40.0050885,-74.2020846,"1587 Old Freehold Road, Toms River, NJ, US"
NJ04013,Assisted Living Residence,04013,Brandywine Living At Voorhees,311 Route 73 South,Voorhees,NJ,8043,"VOORHEES, NJ  08043",Camden,39.848906,-74.923026,"311 Route 73 South, Voorhees, NJ, US"
NJ55A112,Assisted Living Residence,55A112,Brandywine Living At Wall,2021 Highway 35,Wall,NJ,7719,"WALL, NJ  07719",Monmouth,40.1673,-74.09717,"2021 Highway 35, Wall, NJ, US"
NJ50A001,Assisted Living Residence,50A001,Brighton Gardens Of Edison,1801 Oak Tree Road,Edison,NJ,8820,"EDISON, NJ  08820",Middlesex,40.571891,-74.351275,"1801 Oak Tree Road, Edison, NJ, US"
NJ60A001,Assisted Living Residence,60A001,Brighton Gardens Of Florham Park,21 Ridgedale Avenue,Florham Park,NJ,7932,"FLORHAM PARK, NJ  07932",Morris,40.7727264,-74.402648,"21 Ridgedale Avenue, Florham Park, NJ, US"
NJ65A000,Assisted Living Residence,65A000,Brighton Gardens Of Leisure Park,1400 Route 70,Lakewood,NJ,8701,"LAKEWOOD, NJ  08701",Ocean,40.053891,-74.172171,"1400 Route 70, Lakewood, NJ, US"
NJ55A001,Assisted Living Residence,55A001,Brighton Gardens Of Middletown,620 State Highway 35 South,Middletown,NJ,7748,"MIDDLETOWN, NJ  07748",Monmouth,40.381191,-74.092701,"620 State Highway 35 South, Middletown, NJ, US"
NJ90122,Assisted Living Residence,90122,Brighton Gardens Of Mountainside,1350 Route 22 West,Mountainside,NJ,7092,"MOUNTAINSIDE, NJ  07092",Union,40.673197,-74.353342,"1350 Route 22 West, Mountainside, NJ, US"
NJ5A002,Assisted Living Residence,05A002,Brighton Gardens Of Saddle River,5 Boroline Road,Saddle River,NJ,7458,"SADDLE RIVER, NJ  07458",Bergen,41.0362,-74.114788,"5 Boroline Road, Saddle River, NJ, US"
NJ30A004,Assisted Living Residence,30A004,Brighton Gardens Of West Orange,220 Pleasant Valley Way,West Orange,NJ,7052,"WEST ORANGE, NJ  07052",Essex,40.8158584,-74.2564743,"220 Pleasant Valley Way, West Orange, NJ, US"
NJ03A007,Assisted Living Residence,03A007,Brightview Greentree,170 Greentree Road,Marlton,NJ,8053,"MARLTON, NJ  08053",Burlington,39.907432,-74.9461661,"170 Greentree Road, Marlton, NJ, US"
NJ90106,Assisted Living Residence,90106,Brightview Mount Laurel,400 Fernbrooke Lane,Mount Laurel,NJ,8054,"MOUNT LAUREL, NJ  08054",Burlington,39.955926,-74.899296,"400 Fernbrooke Lane, Mount Laurel, NJ, US"
NJ02A020A,Assisted Living Residence,02A020,Brightview Paramus,396 Forest Avenue,Paramus,NJ,7652,"PARAMUS, NJ  07652",Bergen,40.942651,-74.051101,"396 Forest Avenue, Paramus, NJ, US"
NJ60A013,Assisted Living Residence,60A013,"Brightview Randolph, Llc",175 Quaker Church Road,Randolph,NJ,7869,"RANDOLPH, NJ  07869",Morris,40.8649763,-74.5621384,"175 Quaker Church Road, Randolph, NJ, US"
NJ02A023,Assisted Living Residence,02A023,Brightview Tenafly,55 Hudson Avenue,Tenafly,NJ,7670,"TENAFLY, NJ  07670",Bergen,40.9343208,-73.9611041,"55 Hudson Avenue, Tenafly, NJ, US"
NJ18A007,Assisted Living Residence,18A007,Brightview Warren,57 Mt Bethel Road,Warren,NJ,7059,"WARREN, NJ  07059",Somerset,40.6195743,-74.4962386,"57 Mt Bethel Road, Warren, NJ, US"
NJ02A029,Assisted Living Residence,02A029,"Bristal At Englewood, The",412 South Van Brunt Street,Englewood,NJ,7631,"ENGLEWOOD, NJ  07631",Bergen,40.8842496,-73.9851967,"412 South Van Brunt Street, Englewood, NJ, US"
NJ16A023,Assisted Living Residence,16A023,The Bristal At Wayne,1440 Hamburg Turnpike,Wayne,NJ,7470,"WAYNE, NJ  07470",Passaic,40.9648239,-74.2533298,"1440 Hamburg Turnpike, Wayne, NJ, US"
NJ02A016,Assisted Living Residence,02A016,The Bristal At Woodcliff Lake,364 Chestnut Ridge Road,Woodcliff Lake,NJ,7677,"WOODCLIFF LAKE, NJ  07677",Bergen,41.037803,-74.074915,"364 Chestnut Ridge Road, Woodcliff Lake, NJ, US"
NJ20A001,Assisted Living Residence,20A001,Brookdale Cape May,591 Route 9 South,Cape May Court House,NJ,8210,"CAPE MAY COURT HOUSE, NJ  08210",Cape May,39.040692,-74.855925,"591 Route 9 South, Cape May Court House, NJ, US"
NJ5A004,Assisted Living Residence,05A004,Brookdale Emerson,590 Old Hook Road,Emerson,NJ,7630,"EMERSON, NJ  07630",Bergen,40.9786777,-73.9979203,"590 Old Hook Road, Emerson, NJ, US"
NJ15A000,Assisted Living Residence,15A000,Brookdale Evesham,One Brendenwood Drive,Voorhees,NJ,8043,"VOORHEES, NJ  08043",Camden,39.8715069,-74.93255,"One Brendenwood Drive, Voorhees, NJ, US"
NJ10A001,Assisted Living Residence,10a001,Brookdale Florence,901 Broad Street,Florence,NJ,8518,"FLORENCE, NJ  08518",Burlington,40.1139718,-74.8079945,"901 Broad Street, Florence, NJ, US"
NJ60A000,Assisted Living Residence,60a000,Brookdale Florham Park,8 James Street,Florham Park,NJ,7932,"FLORHAM PARK, NJ  07932",Morris,40.7887138,-74.3863963,"8 James Street, Florham Park, NJ, US"
NJ47A000,Assisted Living Residence,47a000,Brookdale Hamilton,1645 Whitehorse-Mercerville Road,Trenton,NJ,8619,"TRENTON, NJ  08619",Mercer,40.219955,-74.688098,"1645 Whitehorse-Mercerville Road, Trenton, NJ, US"
NJ80A002,Assisted Living Residence,80a002,Brookdale Hillsborough,600 Auten Road,Hillsborough,NJ,8844,"HILLSBOROUGH, NJ  08844",Somerset,40.4995832,-74.6570775,"600 Auten Road, Hillsborough, NJ, US"
NJ50A003,Assisted Living Residence,50a003,Brookdale Monroe,380 Forsgate Drive,Monroe Township,NJ,8831,"MONROE TOWNSHIP, NJ  08831",Middlesex,40.3433103,-74.4524441,"380 Forsgate Drive, Monroe Township, NJ, US"
NJ5A006,Assisted Living Residence,05A006,Brookdale Paramus,186 Paramus Road,Paramus,NJ,7652,"PARAMUS, NJ  07652",Bergen,40.9396632,-74.0923989,"186 Paramus Road, Paramus, NJ, US"
NJ30A001,Assisted Living Residence,30A001,Brookdale West Orange,520 Prospect Avenue,West Orange,NJ,7052,"WEST ORANGE, NJ  07052",Essex,40.7874934,-74.2566142,"520 Prospect Avenue, West Orange, NJ, US"
NJ90138,Assisted Living Residence,90138,Brookdale Westampton,480 W. Woodlane Road,Westampton,NJ,8060,"WESTAMPTON, NJ  08060",Burlington,40.01444,-74.82611,"480 W. Woodlane Road, Westampton, NJ, US"
NJ03A006,Assisted Living Residence,03A006,Cambridge Enhanced Senior Living,255 E Main Street,Moorestown,NJ,8057,"MOORESTOWN, NJ  08057",Burlington,39.9679602,-74.9346358,"255 E Main Street, Moorestown, NJ, US"
NJ35A001,Assisted Living Residence,35A001,Cardinal Village,455 Hurffville-Crosskeys Road,Sewell,NJ,8080,"SEWELL, NJ  08080",Gloucester,39.736181,-75.069224,"455 Hurffville-Crosskeys Road, Sewell, NJ, US"
NJ03A001,Assisted Living Residence,03A001,Care One At Evesham Assisted Living,874 Route 70 East,Marlton,NJ,8053,"MARLTON, NJ  08053",Burlington,39.895902,-74.943612,"874 Route 70 East, Marlton, NJ, US"
NJX1KYQQ,Assisted Living Residence,X1KYQQ,Care One At Hamilton,1660 Whitehorse-Hamilton Square Road,Hamilton Township,NJ,8619,"HAMILTON TOWNSHIP, NJ  08619",Mercer,40.215108,-74.672026,"1660 Whitehorse-Hamilton Square Road, Hamilton Township, NJ, US"
NJ15A115,Assisted Living Residence,15A115,Care One At Jackson Assisted Living,11 History Lane,Jackson,NJ,8527,"JACKSON, NJ  08527",Ocean,40.1252399,-74.2669662,"11 History Lane, Jackson, NJ, US"
NJ30A009,Assisted Living Residence,30A009,Care One At Livingston Assisted Living,76 Passaic Avenue,Livingston,NJ,7039,"LIVINGSTON, NJ  07039",Essex,40.7658017,-74.3528444,"76 Passaic Avenue, Livingston, NJ, US"
NJ10A100,Assisted Living Residence,10A100,Care One At Moorestown,895 Westfield Avenue,Moorestown,NJ,8057,"MOORESTOWN, NJ  08057",Burlington,39.989498,-74.937091,"895 Westfield Avenue, Moorestown, NJ, US"
NJ60A007,Assisted Living Residence,60A007,Care One At Morris Assisted Living,200 Mazdabrook Road,Parsippany Troy Hill,NJ,7054,"PARSIPPANY TROY HILL, NJ  07054",Morris,40.859104,-74.404654,"200 Mazdabrook Road, Parsippany Troy Hill, NJ, US"
NJ18A105,Assisted Living Residence,18A105,Care One At Somerset Valley Assisted Living,1621 Route 22 West,Bound Brook,NJ,8805,"BOUND BROOK, NJ  08805",Somerset,40.575181,-74.553,"1621 Route 22 West, Bound Brook, NJ, US"
NJ5A000,Assisted Living Residence,5a000,Care One At The Cupola,W 100 Ridgewood Avenue,Paramus,NJ,7652,"PARAMUS, NJ  07652",Bergen,40.969705,-74.083452,"W 100 Ridgewood Avenue, Paramus, NJ, US"
NJVQXWIZ,Assisted Living Residence,VQXWIZ,Care One At Wayne - Alr,493 Black Oak Ridge Road,Wayne,NJ,7470,"WAYNE, NJ  07470",Passaic,40.9576543,-74.2707964,"493 Black Oak Ridge Road, Wayne, NJ, US"
NJ02A031,Assisted Living Residence,02A031,Care One Harmony Village At Paramus,189 Paramus Road,Paramus,NJ,7652,"PARAMUS, NJ  07652",Bergen,40.9386634,-74.0925644,"189 Paramus Road, Paramus, NJ, US"
NJ60A011,Assisted Living Residence,60A011,Cedar Crest/Mountainview Gardens,4 Cedar Crest Village Drive,Pompton Plains,NJ,7444,"POMPTON PLAINS, NJ  07444",Morris,40.986368,-74.328875,"4 Cedar Crest Village Drive, Pompton Plains, NJ, US"
NJ70A000,Assisted Living Residence,70A000,The Chelsea At Bald Eagle,197 Cahill Cross Road,West Milford,NJ,7480,"WEST MILFORD, NJ  07480",Passaic,41.1177416,-74.3613986,"197 Cahill Cross Road, West Milford, NJ, US"
NJ80A007,Assisted Living Residence,80A007,The Chelsea At Bridgewater,680 202/206 North,Bridgewater,NJ,8807,"BRIDGEWATER, NJ  08807",Somerset,40.582374,-74.622022,"680 202/206 North, Bridgewater, NJ, US"
NJ21A001,Assisted Living Residence,21A001,The Chelsea At Brookfield,1 Brookfield Court,Belvidere,NJ,7823,"BELVIDERE, NJ  07823",Warren,40.817305,-75.059778,"1 Brookfield Court, Belvidere, NJ, US"
NJ50A000,Assisted Living Residence,50A000,The Chelsea At East Brunswick,606 Cranbury Road,East Brunswick,NJ,8816,"EAST BRUNSWICK, NJ  08816",Middlesex,40.4084577,-74.4210547,"606 Cranbury Road, East Brunswick, NJ, US"
NJ90A000,Assisted Living Residence,90A000,The Chelsea At Fanwood,295 South Avenue,Fanwood,NJ,7023,"FANWOOD, NJ  07023",Union,40.6414932,-74.3821187,"295 South Avenue, Fanwood, NJ, US"
NJ82462,Assisted Living Residence,082462,The Chelsea At Forsgate,319 Forsgate Drive,Jamesburg,NJ,8831,"JAMESBURG, NJ  08831",Middlesex,40.346135,-74.4464617,"319 Forsgate Drive, Jamesburg, NJ, US"
O5MOOY,Assisted Living Residence,05MOOY,The Chelsea At Manalapan,445 Route 9 South,Manalapan,NJ,7726,"MANALAPAN, NJ  07726",Monmouth,40.299112,-74.304152,"445 Route 9 South, Manalapan, NJ, US"
NJ13A019,Assisted Living Residence,13A019,"Chelsea At Shrewsbuuury, The",515 Shrewsbury Avenue,Shrewsbury,NJ,7702,"SHREWSBURY, NJ  07702",Monmouth,40.3336185,-74.0742409,"515 Shrewsbury Avenue, Shrewsbury, NJ, US"
NJ55A000,Assisted Living Residence,55A000,The Chelsea At Tinton Falls,One Hartford Drive,Tinton Falls,NJ,7701,"TINTON FALLS, NJ  07701",Monmouth,40.3286229,-74.075795,"One Hartford Drive, Tinton Falls, NJ, US"
NJ65A114,Assisted Living Residence,65A114,The Chelsea At Toms River,1657 Silverton Road,Toms River,NJ,8753,"TOMS RIVER, NJ  08753",Ocean,40.0247576,-74.1886111,"1657 Silverton Road, Toms River, NJ, US"
NJ80A003,Assisted Living Residence,80A003,The Chelsea At Warren,274 King George Road,Warren,NJ,7059,"WARREN, NJ  07059",Somerset,40.6428518,-74.5162785,"274 King George Road, Warren, NJ, US"
NJ15A004,Assisted Living Residence,15A004,Cherry Hill Senior Living,490 Cooper Landing Road,Cherry Hill,NJ,8002,"CHERRY HILL, NJ  08002",Camden,39.9257382,-75.0155229,"490 Cooper Landing Road, Cherry Hill, NJ, US"
NJ16A001,Assisted Living Residence,16A001,Chestnut Hill Residence,338 Chestnut Street,Passaic,NJ,7055,"PASSAIC, NJ  07055",Passaic,40.8650209,-74.1353668,"338 Chestnut Street, Passaic, NJ, US"
NJ5A005,Assisted Living Residence,5a005,Christian Health Care Center,301 Sicomac Avenue,Wyckoff,NJ,7481,"WYCKOFF, NJ  07481",Bergen,40.984877,-74.172177,"301 Sicomac Avenue, Wyckoff, NJ, US"
J6TDGC,Assisted Living Residence,j6tdgc,The Clare Estate,201 Crosswicks Street,Bordentown,NJ,8505,"BORDENTOWN, NJ  08505",Burlington,40.1453543,-74.7019993,"201 Crosswicks Street, Bordentown, NJ, US"
NJ30A008,Assisted Living Residence,30A008,The Cliffs At Eagle Rock,707 Eagle Rock Avenue,West Orange,NJ,7052,"WEST ORANGE, NJ  07052",Essex,40.8115536,-74.26443,"707 Eagle Rock Avenue, West Orange, NJ, US"
NJ90119,Assisted Living Residence,90119,Complete Care At Arbors Haven,1700 Route 37 West,Toms River,NJ,8757,"TOMS RIVER, NJ  08757",Ocean,39.970462,-74.234714,"1700 Route 37 West, Toms River, NJ, US"
NJ65A004,Assisted Living Residence,65a004,Complete Care At Shorrock Haven,75 Old Toms River Road,Brick,NJ,8723,"BRICK, NJ  08723",Ocean,40.0273442,-74.1597303,"75 Old Toms River Road, Brick, NJ, US"
NJ20A015,Assisted Living Residence,20A105,Continuing Care At Lantern Hill,537 Mountain Avenue,New Providence,NJ,7974,"NEW PROVIDENCE, NJ  07974",Union,40.6866582,-74.4000872,"537 Mountain Avenue, New Providence, NJ, US"
T5SN2I,Assisted Living Residence,T5SN2I,Continuing Care At Seabrook,3002 Essex Road,Tinton Falls,NJ,7753,"TINTON FALLS, NJ  07753",Monmouth,40.22657,-74.093241,"3002 Essex Road, Tinton Falls, NJ, US"
NJ19A001,Assisted Living Residence,19a001,"Evermay At Branchville, Llc",3 Phillips Road,Branchville,NJ,7826,"BRANCHVILLE, NJ  07826",Sussex,41.155854,-74.749678,"3 Phillips Road, Branchville, NJ, US"
NJ02A001,Assisted Living Residence,02A001,Five Star Premier Residences Of Teaneck,655 Pomander Walk,Teaneck,NJ,7666,"TEANECK, NJ  07666",Bergen,40.8891104,-74.0328973,"655 Pomander Walk, Teaneck, NJ, US"
NJ15A007,Assisted Living Residence,15a007,The Fountains At Cedar Parke,114 Hayes Mill Road,Atco,NJ,8004,"ATCO, NJ  08004",Camden,39.7641362,-74.9046168,"114 Hayes Mill Road, Atco, NJ, US"
NJ35A000,Assisted Living Residence,35a000,Fox Trail Senior Living At Deptford,1674 Delsea Drive,Deptford,NJ,8096,"DEPTFORD, NJ  08096",Gloucester,39.7940142,-75.1139914,"1674 Delsea Drive, Deptford, NJ, US"
