Facility_Name,Type,Street_Address,City,Zip,County,State,Facility Location,Latitude,Longitude
Watertown Convalarium,Nursing Facility,560 Woodbury Road,Watertown,,Litchfield,CT,POINT (-73.138173 41.60198),41.60198,-73.138173
Crestfield Rehabilitation Center and Fenwood Manor,Nursing Facility,565 Vernon Street,Manchester,,Hartford,CT,POINT (-72.490893 41.803114),41.803114,-72.490893
Masonicare Health Center,Nursing Facility,22 Masonic Avenue,Wallingford,,New Haven,CT,POINT (-72.836586 41.460698),41.460698,-72.836586
"LiveWell (formerly Alzheimer's Resource Center of Connecticut, Inc.)",Nursing Facility,1261 South Main Street,Plantsville,,Hartford,CT,POINT (-72.89584700000002 41.57315800000001),41.573158,-72.895847
Litchfield Woods Health Care Center,Nursing Facility,255 Roberts Street,Torrington,,Litchfield,CT,POINT (-73.141224 41.808768),41.808768,-73.141224
Fairview,Nursing Facility,235 Lestertown Road,Groton,,New London,CT,POINT (-72.083057 41.372077),41.372077,-72.083057
"Westside Care Center, LLC",Nursing Facility,349 Bidwell Street,Manchester,,Hartford,CT,POINT (-72.544459 41.759532),41.759532,-72.544459
"St. Joseph's Living Center, Inc.",Nursing Facility,14 Club Road,Windham,,Windham,CT,POINT (-72.187138 41.715224),41.715224,-72.187138
"Paradigm Healthcare Center of New Haven, LLC",Nursing Facility,181 Clifton Street,New Haven,,New Haven,CT,POINT (-72.878853 41.309366),41.309366,-72.878853
Davis Place,Nursing Facility,111 Westcott Road,Danielson,,Windham,CT,POINT (-71.873842 41.809353),41.809353,-71.873842
Fox Hill Center,Nursing Facility,1253 Hartford Turnpike,Rockville,,Tolland,CT,POINT (-72.434371 41.858421),41.858421,-72.434371
"Alzheimer's Resource Center of Connecticut, Inc.",Nursing Facility,1261 South Main Street,Plantsville,,Hartford,CT,POINT (-72.89584700000002 41.57315800000001),41.573158,-72.895847
Greenwich Woods Rehabilitation,Nursing Facility,1165 King Street,Greenwich,,Fairfield,CT,POINT (-73.694388 41.05959200000001),41.059592,-73.694388
Jerome Home,Nursing Facility,975 Corbin Avenue,New Britain,,Hartford,CT,POINT (-72.80429 41.662211),41.662211,-72.80429
Jewish Home for the Elderly,Nursing Facility,175 Jefferson Street,Fairfield,,Fairfield,CT,POINT (-73.245612 41.223328),41.223328,-73.245612
Alexandria Manor,Nursing Facility,55 Tunix Avenue,Bloomfield,,Hartford,CT,POINT (-72.739442 41.836881),41.836881,-72.739442
"Connecticut Baptist Homes, Inc.",Nursing Facility,292 Thorpe Avenue,Meriden,,New Haven,CT,POINT (-72.75518000000001 41.515835),41.515835,-72.75518
Litchfield Woods Health Care Center,Nursing Facility,255 Roberts Street,Torrington,,Litchfield,CT,POINT (-73.141224 41.808768),41.808768,-73.141224
Touchpoints at Farmington,Nursing Facility,20 Scott Swamp Road,Farmington,,Hartford,CT,POINT (-72.845561 41.704553),41.704553,-72.845561
"Marlborough Health Center, Inc.",Nursing Facility,85 Stage Harbor Road,Marlborough,,Hartford,CT,POINT (-72.476829 41.652591),41.652591,-72.476829
Apple Rehab Guilford,Nursing Facility,10 Boston Post Road,Guilford,,New Haven,CT,POINT (-72.64783 41.285595),41.285595,-72.64783
"St. Joseph's Living Center, Inc.",Nursing Facility,14 Club Road,Windham,,Windham,CT,POINT (-72.187138 41.715224),41.715224,-72.187138
Western Rehabilitation Care Center,Nursing Facility,107 Osborne Street,Danbury,,Fairfield,CT,POINT (-73.442173 41.403689),41.403689,-73.442173
"Paradigm Healthcare Center of New Haven, LLC",Nursing Facility,181 Clifton Street,New Haven,,New Haven,CT,POINT (-72.878853 41.309366),41.309366,-72.878853
Ludlowe Center for Health and Rehabilitation,Nursing Facility,118 Jefferson Street,Fairfield,,Fairfield,CT,POINT (-73.24397 41.223753),41.223753,-73.24397
Manchester Manor Health Care Center,Nursing Facility,385 West Center Street,Manchester,,Hartford,CT,POINT (-72.552621 41.769734),41.769734,-72.552621
Avalon Health Center,Nursing Facility,186 Jerry Browne Road,Mystic,,New London,CT,POINT (-71.949571 41.37512000000001),41.37512,-71.949571
Pilgrim Manor Care Center,Nursing Facility,52 Missionary Road,Cromwell,,Middlesex,CT,POINT (-72.660908 41.600427),41.600427,-72.660908
Harbor Village North,Nursing Facility,78 Viets Street,New London,,New London,CT,POINT (-72.11074 41.338131),41.338131,-72.11074
RegalCare at Prospect,Nursing Facility,25 Royal Crest Drive,Prospect,,New Haven,CT,POINT (-72.972096 41.513545),41.513545,-72.972096
Cheshire House Health Care Facility & Rehabilitation,Nursing Facility,3396 East Main Street,Waterbury,,New Haven,CT,POINT (-72.977713 41.544185),41.544185,-72.977713
Sheriden Woods Health Care Center,Nursing Facility,321 Stonecrest Drive,Bristol,,Hartford,CT,POINT (-72.92134 41.681398),41.681398,-72.92134
Grimes  Center - Yale New Haven Health,Nursing Facility,1354 Chapel Street,New Haven,,New Haven,CT,POINT (-72.940276 41.310389),41.310389,-72.940276
Pomperaug Woods Health Center,Nursing Facility,80 Heritage Road,Southbury,,New Haven,CT,POINT (-73.217482 41.482196),41.482196,-73.217482
Paradigm Healthcare Center of Waterbury,Nursing Facility,177 Whitewood Road,Waterbury,,New Haven,CT,POINT (-73.081309 41.576911),41.576911,-73.081309
Salmon Brook Rehab and Nursing,Nursing Facility,72 Slamon Brook Drive,Glastonbury,,Hartford,CT,POINT (-72.603458 41.716521),41.716521,-72.603458
Bickford Health Care Center,Nursing Facility,14 Main Street,Windsor Locks,,Hartford,CT,POINT (-72.627281 41.926759),41.926759,-72.627281
Rose Garden Health & Rehabilitation Center,Nursing Facility,3584 East Main Street,Waterbury,,New Haven,CT,POINT (-72.968432 41.542733),41.542733,-72.968432
St. Camillus Center,Nursing Facility,494 Elm Street,Stamford,,Fairfield,CT,POINT (-73.526723 41.049972),41.049972,-73.526723
Apple Rehab West Haven,Nursing Facility,308 Savin Avenue,West Haven,,New Haven,CT,POINT (-72.950838 41.260554),41.260554,-72.950838
Edgehill Health Center,Nursing Facility,122 Palmers Hill Road,Stamford,,Fairfield,CT,POINT (-73.565584 41.059385),41.059385,-73.565584
Summit at Plantsville,Nursing Facility,261 Summit Street,Plantsville,,Hartford,CT,POINT (-72.89307 41.591965),41.591965,-72.89307
New London Sub-Acute and Nursing,Nursing Facility,88 Clark Lane,Waterford,,New London,CT,POINT (-72.127527 41.34864),41.34864,-72.127527
Bradley Home Infirmary/Pavilion,Nursing Facility,320 Colony Street,Meriden,,New Haven,CT,POINT (-72.795609 41.545942),41.545942,-72.795609
Apple Rehab Coccomo,Nursing Facility,33 Cone Avenue,Meriden,,New Haven,CT,POINT (-72.752952 41.524968),41.524968,-72.752952
Arden House,Nursing Facility,850 Mix Avenue,Hamden,,New Haven,CT,POINT (-72.920536 41.375964),41.375964,-72.920536
RegalCare at Torrington,Nursing Facility,80 Fern Drive,Torrington,,Litchfield,CT,POINT (-73.109 41.81049),41.81049,-73.109
Cambridge Health and Rehabilitation Center,Nursing Facility,2428 Easton Turnpike,Fairfield,,Fairfield,CT,POINT (-73.246284 41.211641),41.211641,-73.246284
Whitney Rehabilitation Care Center,Nursing Facility,2798 Whitney Avenue,Hamden,,New Haven,CT,POINT (-72.897242 41.398068),41.398068,-72.897242
60 West,Nursing Facility,60 West Street,Rocky Hill,,Hartford,CT,POINT (-72.643245 41.65413000000001),41.65413,-72.643245
Wolcott View Manor,Nursing Facility,50 Beach Road,Wolcott,,New Haven,CT,POINT (-72.989834 41.605219000000005),41.605219,-72.989834
Prospect ECHN ElderCare Serv. dba Woodlake at Tolland,Nursing Facility,26 Shenipsit Lake Road,Tolland,,Tolland,CT,POINT (-72.414389 41.871808),41.871808,-72.414389
Edgehill,Nursing Facility,122 Palmers Hill Road,Stamford,,Fairfield,CT,POINT (-73.565584 41.059385),41.059385,-73.565584
Sharon Health Care Center,Nursing Facility,27 Hospital Hill Road,Sharon,,Litchfield,CT,POINT (-73.480208 41.879551),41.879551,-73.480208
The Guilford House,Nursing Facility,109 West Lake Avenue,Guilford,,New Haven,CT,POINT (-72.725116 41.311477),41.311477,-72.725116
Chesterfield's Health Care Center,Nursing Facility,132 Main Street,Chester,,Middlesex,CT,POINT (-72.444292 41.402072000000004),41.402072,-72.444292
Silver Springs Care Center,Nursing Facility,33 Roy Street,Meriden,,New Haven,CT,POINT (-72.804701 41.525279),41.525279,-72.804701
Apple Rehab Coccomo,Nursing Facility,33 Cone Avenue,Meriden,,New Haven,CT,POINT (-72.752952 41.524968),41.524968,-72.752952
Glen Hill Center,Nursing Facility,1 Glen Hill Road,Danbury,,Fairfield,CT,POINT (-73.449309 41.414466),41.414466,-73.449309
"Pierce Memorial Baptist Home, Inc.",Nursing Facility,"44 Canterbury Road, P.O. Box 326",Brooklyn,,Windham,CT,POINT (-71.949585 41.78502),41.78502,-71.949585
Hancock Hall,Nursing Facility,31 Staples Street,Danbury,,Fairfield,CT,POINT (-73.47369 41.39683),41.39683,-73.47369
The Summit at Plantsville,Nursing Facility,261 Summit Street,Plantsville,,Hartford,CT,POINT (-72.89307 41.591965),41.591965,-72.89307
Trinity Hill Care Center,Nursing Facility,151 Hillside Avenue,Hartford,,Hartford,CT,POINT (-72.698044 41.748736),41.748736,-72.698044
Aaron Manor Nursing and Rehabilitation Center,Nursing Facility,3 South Wig Hill Road,Chester,,Middlesex,CT,POINT (-72.474826 41.400691),41.400691,-72.474826
Parkway Pavilion Health and Rehabilitation Center,Nursing Facility,1157 Enfield Street,Enfield,,Hartford,CT,POINT (-72.593179 41.986582),41.986582,-72.593179
"Holy Spirit Health Care Center, Inc.",Nursing Facility,72 Church Street,Putnam,,Windham,CT,POINT (-71.913047 41.917444),41.917444,-71.913047
Cassena Care Norwalk,Nursing Facility,23 Prospect Avenue,Norwalk,,Fairfield,CT,POINT (-73.422102 41.114044),41.114044,-73.422102
Aaron Manor Nursing and Rehabilitation Center,Nursing Facility,3 South Wig Hill Road,Chester,,Middlesex,CT,POINT (-72.474826 41.400691),41.400691,-72.474826
The Springs @ Watermark 3030 Park,Nursing Facility,3030 Park Avenue,Bridgeport,,Fairfield,CT,POINT (-73.219717 41.198599),41.198599,-73.219717
Spectrum Healthcare Torrington,Nursing Facility,225 Wyoming Avenue,Torrington,,Litchfield,CT,POINT (-73.14210700000001 41.796128),41.796128,-73.142107
"Ledgecrest Health Care Center, Inc.",Nursing Facility,154 Kensington Road,Kensington,,Hartford,CT,POINT (-72.769758 41.629581),41.629581,-72.769758
Avery Nursing Home/ Noble Building,Nursing Facility,705 New Britain Avenue,Hartford,,Hartford,CT,POINT (-72.705383 41.733277),41.733277,-72.705383
Apple Rehab Coccomo,Nursing Facility,33 Cone Avenue,Meriden,,New Haven,CT,POINT (-72.752952 41.524968),41.524968,-72.752952
Wolcott View Manor,Nursing Facility,50 Beach Road,Wolcott,,New Haven,CT,POINT (-72.989834 41.605219000000005),41.605219,-72.989834
Watrous Nursing Center,Nursing Facility,9 Neck Road,Madison,,New Haven,CT,POINT (-72.62663300000001 41.277675),41.277675,-72.626633
Davis Place,Nursing Facility,111 Westcott Road,Danielson,,Windham,CT,POINT (-71.873842 41.809353),41.809353,-71.873842
McLean Health Center,Nursing Facility,75 Great Pond Road,Simsbury,,Hartford,CT,POINT (-72.824809 41.885251),41.885251,-72.824809
The Guilford House,Nursing Facility,109 West Lake Avenue,Guilford,,New Haven,CT,POINT (-72.725116 41.311477),41.311477,-72.725116
"Villa Maria Nursing and Rehabilitation Community, Inc.",Nursing Facility,20 Babcock Avenue,Plainfield,,Windham,CT,POINT (-71.917758 41.678696),41.678696,-71.917758
Southington Care Center,Nursing Facility,45 Meriden Avenue,Southington,,Hartford,CT,POINT (-72.876623 41.59615),41.59615,-72.876623
RegalCare at Greenwich,Nursing Facility,1188 King Street,Greenwich,,Fairfield,CT,POINT (-73.69491 41.062693),41.062693,-73.69491
Branford Hills Health Care Center,Nursing Facility,189 Alps Road,Branford,,New Haven,CT,POINT (-72.846696 41.264185),41.264185,-72.846696
St. Joseph's Residence,Nursing Facility,1365 Enfield Street,Enfield,,Hartford,CT,POINT (-72.592407 41.972614),41.972614,-72.592407
Vernon Manor Health Care Center,Nursing Facility,180 Regan Road,Vernon,,Tolland,CT,POINT (-72.477917 41.852217),41.852217,-72.477917
Ingraham Manor of Bristol Hospital,Nursing Facility,400 North Main Street,Bristol,,Hartford,CT,POINT (-72.947179 41.67921400000001),41.679214,-72.947179
The Willows,Nursing Facility,225 Amity Road,Woodbridge,,New Haven,CT,POINT (-72.983417 41.342128),41.342128,-72.983417
"JACC Healthcare Center of Norwich, LLC Three Rivers",Nursing Facility,60 Crouch Avenue,Norwich,,New London,CT,POINT (-72.072157 41.504801),41.504801,-72.072157
"Alzheimer's Resource Center of Connecticut, Inc.",Nursing Facility,1261 South Main Street,Plantsville,,Hartford,CT,POINT (-72.89584700000002 41.57315800000001),41.573158,-72.895847
Pilgrim Manor Care Center,Nursing Facility,52 Missionary Road,Cromwell,,Middlesex,CT,POINT (-72.660908 41.600427),41.600427,-72.660908
Farmington Rehab Center LLC/dba Amberwoods,Nursing Facility,416 Colt Highway,Farmington,,Hartford,CT,POINT (-72.801542 41.715385),41.715385,-72.801542
McLean Health Center,Nursing Facility,75 Great Pond Road,Simsbury,,Hartford,CT,POINT (-72.824809 41.885251),41.885251,-72.824809
Birmingham Health Center,Nursing Facility,210 Chatfield Street,Derby,,New Haven,CT,POINT (-73.09526 41.33828),41.33828,-73.09526
Meadowbrook of Granby,Nursing Facility,350 Salmon Brook Street,Granby,,Hartford,CT,POINT (-72.790996 41.964404),41.964404,-72.790996
Edgehill,Nursing Facility,122 Palmers Hill Road,Stamford,,Fairfield,CT,POINT (-73.565584 41.059385),41.059385,-73.565584
"Pierce Memorial Baptist Home, Inc.",Nursing Facility,44 Canterbury Road,Brooklyn,,Windham,CT,POINT (-71.949585 41.78502),41.78502,-71.949585
Cherry Brook Health Care Center,Nursing Facility,102 Dyer Avenue,Canton,,Hartford,CT,POINT (-72.919257 41.83171500000001),41.831715,-72.919257
Securecare Options Inc. dba 60 West,Nursing Facility,60 West Street,Rocky Hill,,Hartford,CT,POINT (-72.643245 41.65413000000001),41.65413,-72.643245
Apple Rehab Saybrook,Nursing Facility,1775 Boston Post Road,Old Saybrook,,Middlesex,CT,POINT (-72.420475 41.28446),41.28446,-72.420475
Madison House,Nursing Facility,34 Wildwood Avenue,Madison,,New Haven,CT,POINT (-72.638357 41.287548),41.287548,-72.638357
West River Rehabilitation Center,Nursing Facility,245 Orange Avenue,Milford,,New Haven,CT,POINT (-73.050224 41.237712),41.237712,-73.050224
Bride Brook Health and Rehabilitation Center,Nursing Facility,23 Liberty Way,Niantic,,New London,CT,POINT (-72.24337 41.320823),41.320823,-72.24337
Avery Nursing Home/ Noble Building,Nursing Facility,705 New Britain Avenue,Hartford,,Hartford,CT,POINT (-72.705383 41.733277),41.733277,-72.705383
"The Mary Wade Home, Inc.",Nursing Facility,118 Clinton Avenue,New Haven,,New Haven,CT,POINT (-72.891247 41.312612),41.312612,-72.891247
Norwich Sub-acute and Nursing,Nursing Facility,93 West Town Street,Norwich,,New London,CT,POINT (-72.102507 41.551457),41.551457,-72.102507
Mystic Healthcare and Rehabilitation Center,Nursing Facility,475 High Street,Mystic,,New London,CT,POINT (-71.974014 41.364388),41.364388,-71.974014
Advanced Nursing and Rehabilitation Center of New Haven,Nursing Facility,169 Davenport Avenue,New Haven,,New Haven,CT,POINT (-72.93908900000001 41.302291),41.302291,-72.939089
Aaron Manor Nursing and Rehabilitation Center,Nursing Facility,3 South Wig Hill Road,Chester,,Middlesex,CT,POINT (-72.474826 41.400691),41.400691,-72.474826
"Gardner Heights Health Care Center, Inc.",Nursing Facility,172 Rocky Rest Road,Shelton,,Fairfield,CT,POINT (-73.095187 41.286437),41.286437,-73.095187
Beechwood,Nursing Facility,31 Vauxhall Street,New London,,New London,CT,POINT (-72.104438 41.361035),41.361035,-72.104438
Norwich Sub-acute and Nursing,Nursing Facility,93 West Town Street,Norwich,,New London,CT,POINT (-72.102507 41.551457),41.551457,-72.102507
Southington Care Center,Nursing Facility,45 Meriden Avenue,Southington,,Hartford,CT,POINT (-72.876623 41.59615),41.59615,-72.876623
"St. Joseph's Living Center, Inc.",Nursing Facility,14 Club Road,Windham,,Windham,CT,POINT (-72.187138 41.715224),41.715224,-72.187138
"Villa Maria Nursing and Rehabilitation Community, Inc.",Nursing Facility,20 Babcock Avenue,Plainfield,,Windham,CT,POINT (-71.917758 41.678696),41.678696,-71.917758
Glen Hill Center,Nursing Facility,1 Glen Hill Road,Danbury,,Fairfield,CT,POINT (-73.449309 41.414466),41.414466,-73.449309
Riverside Health and Rehabilitation Center,Nursing Facility,745 Main Street,East Hartford,,Hartford,CT,POINT (-72.64546 41.766505),41.766505,-72.64546
"Paradigm Healthcare Center of South Windsor, LLC",Nursing Facility,1060 Main Street,South Windsor,,Hartford,CT,POINT (-72.617166 41.831909),41.831909,-72.617166
Watrous Nursing Center,Nursing Facility,9 Neck Road,Madison,,New Haven,CT,POINT (-72.62663300000001 41.277675),41.277675,-72.626633
Touchpoints at Farmington,Nursing Facility,20 Scott Swamp Road,Farmington,,Hartford,CT,POINT (-72.845561 41.704553),41.704553,-72.845561
Bridgeport Health Care Center,Nursing Facility,600 Bond Street,Bridgeport,,Fairfield,CT,POINT (-73.167047 41.20101),41.20101,-73.167047
Maefair Health Care Center,Nursing Facility,21 Maefair Court,Trumbull,,Fairfield,CT,POINT (-73.194834 41.236378),41.236378,-73.194834
Bishop Wicke Health & Rehab Center,Nursing Facility,584 Long Hill Avenue,Shelton,,Fairfield,CT,POINT (-73.098403 41.281872),41.281872,-73.098403
"Chelsea Place Care Center, LLC",Nursing Facility,25 Lorraine Street,Hartford,,Hartford,CT,POINT (-72.705431 41.767714),41.767714,-72.705431
Park Place Health Center,Nursing Facility,5 Greenwood Street,Hartford,,Hartford,CT,POINT (-72.709971 41.754837),41.754837,-72.709971
Gladeview Health Care Center,Nursing Facility,60 Boston Post Road,Old Saybrook,,Middlesex,CT,POINT (-72.363403 41.312485),41.312485,-72.363403
Vernon Manor Health Care Center,Nursing Facility,180 Regan Road,Vernon,,Tolland,CT,POINT (-72.477917 41.852217),41.852217,-72.477917
"Miller Memorial Community, Inc.",Nursing Facility,360 Broad Street,Meriden,,New Haven,CT,POINT (-72.795275 41.530336),41.530336,-72.795275
Touchpoints at Chestnut,Nursing Facility,171 Main Street,East Windsor,,Hartford,CT,POINT (-72.617846 41.925994),41.925994,-72.617846
Maefair Health Care Center,Nursing Facility,21 Maefair Court,Trumbull,,Fairfield,CT,POINT (-73.194834 41.236378),41.236378,-73.194834
Cassena Care Norwalk,Nursing Facility,23 Prospect Avenue,Norwalk,,Fairfield,CT,POINT (-73.422102 41.114044),41.114044,-73.422102
Cassena Care at New Britain,Nursing Facility,66 Clinic Drive,New Britain,,Hartford,CT,POINT (-72.786309 41.648365),41.648365,-72.786309
Apple Rehab Laurel Woods,Nursing Facility,451 North High Street,East Haven,,New Haven,CT,POINT (-72.866922 41.292497),41.292497,-72.866922
River Glen Health Care Center,Nursing Facility,162 South Britain Road,Southbury,,New Haven,CT,POINT (-73.238498 41.461186),41.461186,-73.238498
West River Health Care Center,Nursing Facility,245 Orange Avenue,Milford,,New Haven,CT,POINT (-73.050224 41.237712),41.237712,-73.050224
Parkville Care Center,Nursing Facility,5 Greenwood Street,Hartford,,Hartford,CT,POINT (-72.709971 41.754837),41.754837,-72.709971
Noble Horizons,Nursing Facility,17 Cobble road,Salisbury,,Litchfield,CT,POINT (-73.42822 41.988049),41.988049,-73.42822
Meadowbrook of Granby,Nursing Facility,350 Salmon Brook Street,Granby,,Hartford,CT,POINT (-72.790996 41.964404),41.964404,-72.790996
Jefferson House,Nursing Facility,1 John H. Stewart Drive,Newington,,Hartford,CT,POINT (-72.71406100000002 41.696009),41.696009,-72.714061
"Windsor Health and Rehabilitation Center, LLC",Nursing Facility,581 Poquonock Avenue,Windsor,,Hartford,CT,POINT (-72.658685 41.86911),41.86911,-72.658685
Golden Hill Health Care Center,Nursing Facility,2028 Bridgeport Avenue,Milford,,New Haven,CT,POINT (-73.066793 41.21709),41.21709,-73.066793
Milford Health and Rehabilitlation Center,Nursing Facility,195 Platt Street,Milford,,New Haven,CT,POINT (-73.019075 41.212196),41.212196,-73.019075
"Monsignor Bojnowski Manor, Inc",Nursing Facility,50 Pulaski Street,New Britain,,Hartford,CT,POINT (-72.798371 41.675475),41.675475,-72.798371
Grimes  Center,Nursing Facility,1354 Chapel Street,New Haven,,New Haven,CT,POINT (-72.940276 41.310389),41.310389,-72.940276
"Elim Park Baptist Home, Inc.",Nursing Facility,140 Cook Hill Road,Cheshire,,New Haven,CT,POINT (-72.900936 41.466811),41.466811,-72.900936
Beacon Brook Health Center,Nursing Facility,89 Weid Drive,Naugatuck,,New Haven,CT,POINT (-73.031936 41.469642),41.469642,-73.031936
"Wolcott Hall Nursing Center, Inc.",Nursing Facility,215 Forest Street,Torrington,,Litchfield,CT,POINT (-73.128142 41.80896),41.80896,-73.128142
Kindred Transitional Care and Rehabilitation - Windsor,Nursing Facility,581 Poquonock Avenue,Windsor,,Hartford,CT,POINT (-72.658685 41.86911),41.86911,-72.658685
Riverside Health and Rehabilitation Center,Nursing Facility,745 Main Street,East Hartford,,Hartford,CT,POINT (-72.64546 41.766505),41.766505,-72.64546
Glendale Center,Nursing Facility,4 Hazel Avenue,Naugatuck,,New Haven,CT,POINT (-73.036733 41.469038),41.469038,-73.036733
"Pierce Memorial Baptist Home, Inc.",Nursing Facility,"44 Canterbury Road,  P.O. Box 326",Brooklyn,,Windham,CT,POINT (-71.949585 41.78502),41.78502,-71.949585
Edgehill,Nursing Facility,122 Palmers Hill Road,Stamford,,Fairfield,CT,POINT (-73.565584 41.059385),41.059385,-73.565584
Apple Rehab of Rocky Hill,Nursing Facility,45 Elm Street,Rocky Hill,,Hartford,CT,POINT (-72.641595 41.664617),41.664617,-72.641595
"Matulaitis Nursing Home, Inc.",Nursing Facility,10 Thurber Road,Putnam,,Windham,CT,POINT (-71.855438 41.927854),41.927854,-71.855438
The Villa at Stamford,Nursing Facility,88 Rock Rimmon Road,Stamford,,Fairfield,CT,POINT (-73.5614 41.13995800000001),41.139958,-73.5614
Northbridge Healthcare Center,Nursing Facility,2875 Main Street,Bridgeport,,Fairfield,CT,POINT (-73.203493 41.201508),41.201508,-73.203493
Apple Rehab Colchester,Nursing Facility,36 Broadway,Colchester,,New London,CT,POINT (-72.33298500000001 41.576683),41.576683,-72.332985
"Hughes Health and Rehabilitation, Inc.",Nursing Facility,29 Highland Street,West Hartford,,Hartford,CT,POINT (-72.718027 41.767504),41.767504,-72.718027
Brookview Corp.  d/b/a West Hartford Health and Rehabilitation Center,Nursing Facility,130 Loomis Drive,West Hartford,,Hartford,CT,POINT (-72.73995 41.76687),41.76687,-72.73995
Beacon Brook Health Center,Nursing Facility,89 Weid Drive,Naugatuck,,New Haven,CT,POINT (-73.031936 41.469642),41.469642,-73.031936
Milford Health and Rehabilitlation Center,Nursing Facility,195 Platt Street,Milford,,New Haven,CT,POINT (-73.019075 41.212196),41.212196,-73.019075
Filosa for Nursing and Rehabilitation,Nursing Facility,13 Hakim Street,Danbury,,Fairfield,CT,POINT (-73.473539 41.395415),41.395415,-73.473539
"Middlebury Convalescent Home, Inc.",Nursing Facility,778 Middlebury Road,Middlebury,,New Haven,CT,POINT (-73.115064 41.537781),41.537781,-73.115064
Touchpoints at Bloomfield,Nursing Facility,140 Park Avenue,Bloomfield,,Hartford,CT,POINT (-72.703607 41.822945),41.822945,-72.703607
Arden House,Nursing Facility,850 Mix Avenue,Hamden,,New Haven,CT,POINT (-72.920536 41.375964),41.375964,-72.920536
"Mary Wade Home, Inc.",Nursing Facility,118 Clinton Avenue,New Haven,,New Haven,CT,POINT (-72.891247 41.312612),41.312612,-72.891247
Glen Hill Center,Nursing Facility,1 Glen Hill Road,Danbury,,Fairfield,CT,POINT (-73.449309 41.414466),41.414466,-73.449309
Aurora Senior Living of New Britain,Nursing Facility,400 Brittany Farms Road,New Britain,,Hartford,CT,POINT (-72.768712 41.712681),41.712681,-72.768712
Kindred Nursing and Rehabilitation - Crossings East,Nursing Facility,78 Viets Street Extension,New London,,New London,CT,POINT (-72.11074 41.338131),41.338131,-72.11074
Caleb Hitchcock Health Center,Nursing Facility,10 Loeffler Road,Bloomfield,,Hartford,CT,POINT (-72.758049 41.830329),41.830329,-72.758049
Highlands Health Care Center,Nursing Facility,745 Highland Avenue,Cheshire,,New Haven,CT,POINT (-72.897694 41.518026),41.518026,-72.897694
The Nathaniel Witherell,Nursing Facility,70 Parsonage Road,Greenwich,,Fairfield,CT,POINT (-73.624382 41.059487),41.059487,-73.624382
Masonicare Health Center,Nursing Facility,22 Masonic Avenue,Wallingford,,New Haven,CT,POINT (-72.836586 41.460698),41.460698,-72.836586
"Middlebury Convalescent Home, Inc.",Nursing Facility,778 Middlebury Road,Middlebury,,New Haven,CT,POINT (-73.115064 41.537781),41.537781,-73.115064
Apple Rehab Cromwell,Nursing Facility,156 Berlin Road,Cromwell,,Middlesex,CT,POINT (-72.712975 41.607341000000005),41.607341,-72.712975
Glendale Center,Nursing Facility,4 Hazel Avenue,Naugatuck,,New Haven,CT,POINT (-73.036733 41.469038),41.469038,-73.036733
River Glen Health Care Center,Nursing Facility,162 South Britain Road,Southbury,,New Haven,CT,POINT (-73.238498 41.461186),41.461186,-73.238498
Ingraham Manor of Bristol Hospital,Nursing Facility,400 North Main Street,Bristol,,Hartford,CT,POINT (-72.947179 41.67921400000001),41.679214,-72.947179
Apple Rehab Watertown,Nursing Facility,35 Bunker Hill Road,Watertown,,Litchfield,CT,POINT (-73.099293 41.577182),41.577182,-73.099293
"Grove Manor Nursing Home, Inc.",Nursing Facility,145 Grove Street,Waterbury,,New Haven,CT,POINT (-73.04124700000001 41.559964),41.559964,-73.041247
Advanced Nursing and Rehabilitation Center of New Haven,Nursing Facility,169 Davenport Avenue,New Haven,,New Haven,CT,POINT (-72.93908900000001 41.302291),41.302291,-72.939089
CT Watermark at East Hill-Springs,Nursing Facility,611 East Hill Road,Southbury,,New Haven,CT,POINT (-73.241049 41.485015),41.485015,-73.241049
Waterbury Gardens Nursing and Rehab,Nursing Facility,128 Cedar Avenue,Waterbury,,New Haven,CT,POINT (-72.996781 41.549392),41.549392,-72.996781
JACC Healthcare of Windham DBA Vanderman Place,Nursing Facility,595 Valley Street,Willimantic,,Windham,CT,POINT (-72.229126 41.716836),41.716836,-72.229126
Apple Rehab Guilford,Nursing Facility,10 Boston Post Road,Guilford,,New Haven,CT,POINT (-72.64783 41.285595),41.285595,-72.64783
Kindred Nursing and Rehabilitation - Crossings East,Nursing Facility,78 Viets Street Extension,New London,,New London,CT,POINT (-72.11074 41.338131),41.338131,-72.11074
"Miller Memorial Community, Inc.",Nursing Facility,360 Broad Street,Meriden,,New Haven,CT,POINT (-72.795275 41.530336),41.530336,-72.795275
"Orchard Grove Specialty Care Center, LLC",Nursing Facility,5 Richard Brown Drive,Uncasville,,New London,CT,POINT (-72.112266 41.49273),41.49273,-72.112266
Greentree Manor Nursing and Rehabilitation Center,Nursing Facility,4 Greentree Drive,Waterford,,New London,CT,POINT (-72.145458 41.394072),41.394072,-72.145458
"Glastonbury Health Care Center, Inc.",Nursing Facility,1175 Hebron Avenue,Glastonbury,,Hartford,CT,POINT (-72.565754 41.71823),41.71823,-72.565754
Bethel Health Care Center,Nursing Facility,13 Parklawn Drive,Bethel,,Fairfield,CT,POINT (-73.398195 41.425007),41.425007,-73.398195
Middlesex Health Care Center,Nursing Facility,100 Randolph Road,Middletown,,Middlesex,CT,POINT (-72.616498 41.534852),41.534852,-72.616498
