Facility ID,Facility Name,Description,Facility Address 1,Facility City,Facility State,Facility Zip Code,Facility County,Facility Latitude,Facility Longitude,Facility Location,Full Address
10171,RGH Mobile Mammography Coach,Mobile Hospital Extension Clinic,3495 Winton Road Place,Rochester,New York,14623,Monroe,43.079738,-77.582861,"(43.079738, -77.582861)","3495 Winton Road Place, Rochester, NY, US"
6867,Premier Healthcare-Nostrand Ave,Diagnostic and Treatment Center Extension Clinic,3363-3364 Nostrand Avenue,Brooklyn,New York,11229,New York,40.602089,-73.942131,"(40.602089, -73.942131)","3363-3364 Nostrand Avenue, Brooklyn, NY, US"
2794,"Planned Parenthood of the North Country, New York, Inc. - Ogdensburg",Diagnostic and Treatment Center Extension Clinic,419 Ford St,Ogdensburg,New York,13669,Saint Lawrence,44.698196,-75.49116500000001,"(44.698196, -75.49116500000001)","419 Ford St, Ogdensburg, NY, US"
1200,Lexington Hearing & Speech Center Inc,Diagnostic and Treatment Center,74-20 25th Avenue,Jackson Heights,New York,11370,Queens,40.762276,-73.893456,"(40.762276, -73.893456)","74-20 25th Avenue, Jackson Heights, NY, US"
9083,Samaritan OB/GYN,Hospital Extension Clinic,Capital Region Health Park,Latham,New York,12110,Albany,42.746944,-73.758889,"(42.746944, -73.758889)","Capital Region Health Park, Latham, NY, US"
4752,Syracuse Community Health Center East,Diagnostic and Treatment Center Extension Clinic,1938 E Fayette St,Syracuse,New York,13210,Onondaga,43.048176,-76.11618,"(43.048176, -76.11618)","1938 E Fayette St, Syracuse, NY, US"
10035,PS 217,School Based Hospital Extension Clinic,1100 Newkirk Ave,Brooklyn,New York,11230,Kings,40.633967999999996,-73.966389,"(40.633967999999996, -73.966389)","1100 Newkirk Ave, Brooklyn, NY, US"
7888,St. Elizabeth Med Grp-New Hartford,Hospital Extension Clinic,86 Genesee St,New Hartford,New York,13413,Oneida,43.073311,-75.291832,"(43.073311, -75.291832)","86 Genesee St, New Hartford, NY, US"
9811,NYU Langone Perlmutter Cancer Center - Bayridge,Hospital Extension Clinic,8721 5th Avenue,Brooklyn,New York,11209,Kings,40.620428000000004,-74.027108,"(40.620428000000004, -74.027108)","8721 5th Avenue, Brooklyn, NY, US"
989,HealthAlliance Hospital Mary's Avenue Campus,Hospital,105 Marys Avenue,Kingston,New York,12401,Ulster,41.922276000000004,-73.999237,"(41.922276000000004, -73.999237)","105 Marys Avenue, Kingston, NY, US"
3282,Roberto Clemente Family Guidance Center,Diagnostic and Treatment Center Extension Clinic,540 East 13th Street,New York,New York,10009,New York,40.728966,-73.97919499999999,"(40.728966, -73.97919499999999)","540 East 13th Street, New York, NY, US"
6554,St Peters Hospital-SPARC,Hospital Extension Clinic,2925 Hamburg Street,Rotterdam,New York,12303,Schenectady,42.769890000000004,-73.937347,"(42.769890000000004, -73.937347)","2925 Hamburg Street, Rotterdam, NY, US"
1320,University Hospital of Brooklyn,Hospital,445 Lenox Road,Brooklyn,New York,11203,Kings,40.654517999999996,-73.945045,"(40.654517999999996, -73.945045)","445 Lenox Road, Brooklyn, NY, US"
1391,Oxford Nursing Home,Residential Health Care Facility - SNF,144 So Oxford St,Brooklyn,New York,11217,Kings,40.684998,-73.973228,"(40.684998, -73.973228)","144 So Oxford St, Brooklyn, NY, US"
7044,Broadway Family Care Center,Hospital Extension Clinic,7385 South Broadway,Red Hook,New York,12571,Columbia,41.990308,-73.880321,"(41.990308, -73.880321)","7385 South Broadway, Red Hook, NY, US"
8552,Giffen Elementary School,School Based Diagnostic and Treatment Center Extension Clinic,274 South Pearl St,Albany,New York,12202,Albany,42.641937,-73.756668,"(42.641937, -73.756668)","274 South Pearl St, Albany, NY, US"
3676,Fort Washington Houses,Hospital Extension Clinic,99 Fort Washington Avenue,New York,New York,10032,New York,40.838570000000004,-73.943787,"(40.838570000000004, -73.943787)","99 Fort Washington Avenue, New York, NY, US"
9373,Renal Care of Suffern,Diagnostic and Treatment Center Extension Clinic,30 Route 59,Suffern,New York,10901,Rockland,41.11261,-74.130806,"(41.11261, -74.130806)","30 Route 59, Suffern, NY, US"
9898,Complex Care Center,Hospital Extension Clinic,905 Culver Road,Rochester,New York,14609,Monroe,43.16148,-77.566244,"(43.16148, -77.566244)","905 Culver Road, Rochester, NY, US"
10250,OrthoNY Surgical Suites,Diagnostic and Treatment Center,16 Maxwell Drive,Clifton Park,New York,12065,Saratoga,42.862658,-73.785164,"(42.862658, -73.785164)","16 Maxwell Drive, Clifton Park, NY, US"
2771,Planned Parenthood of Central and Western New York,Diagnostic and Treatment Center Extension Clinic,15 Webster Street,North Tonawanda,New York,14120,Niagara,43.022358000000004,-78.877762,"(43.022358000000004, -78.877762)","15 Webster Street, North Tonawanda, NY, US"
10075,Mid-Bronx Endoscopy Center,Diagnostic and Treatment Center,51 West Burnside Avenue,Bronx,New York,10453,Bronx,40.854075,-73.90949599999999,"(40.854075, -73.90949599999999)","51 West Burnside Avenue, Bronx, NY, US"
6528,Our Lady of Peace Nursing Care Residence,Residential Health Care Facility - SNF,5285 Lewiston Road,Lewiston,New York,14092,Niagara,43.153564,-79.03834499999999,"(43.153564, -79.03834499999999)","5285 Lewiston Road, Lewiston, NY, US"
4441,Clifton Park Family Practice,Hospital Extension Clinic,One Tallow Wood Drive,Clifton Park,New York,12065,Saratoga,42.864647,-73.788803,"(42.864647, -73.788803)","One Tallow Wood Drive, Clifton Park, NY, US"
6592,Planned Parenthood Massapequa Health Center,Diagnostic and Treatment Center Extension Clinic,35 Carmens Road,Massapequa,New York,11758,Nassau,40.683434000000005,-73.430748,"(40.683434000000005, -73.430748)","35 Carmens Road, Massapequa, NY, US"
5655,East High School,School Based Hospital Extension Clinic,1801 East Main Street,Rochester,New York,14609,Monroe,43.159683,-77.56491899999999,"(43.159683, -77.56491899999999)","1801 East Main Street, Rochester, NY, US"
165,O'Connor Hospital,Primary Care Hospital - Critical Access Hospital,460 Andes Road,Delhi,New York,13753,Delaware,42.269238,-74.91555,"(42.269238, -74.91555)","460 Andes Road, Delhi, NY, US"
10211,Pittsford Extension Clinic - UC,Hospital Extension Clinic,3400 Monroe Avenue,Rochester,New York,14618,Monroe,43.102222,-77.53524,"(43.102222, -77.53524)","3400 Monroe Avenue, Rochester, NY, US"
8531,Charles Cannon Clinic,Hospital Extension Clinic,7020 Erie Road,Derby,New York,14047,Cattaraugus,42.695782,-78.991776,"(42.695782, -78.991776)","7020 Erie Road, Derby, NY, US"
9064,NUMC Dialysis Center @ A. Holly Patterson Extended Care Facility,Hospital Extension Clinic,875 Jerusalem Avenue,Uniondale,New York,11553,Nassau,40.697464000000004,-73.585617,"(40.697464000000004, -73.585617)","875 Jerusalem Avenue, Uniondale, NY, US"
1606,New Gouverneur Hospital SNF,Residential Health Care Facility - SNF,227 Madison Street,New York,New York,10002,New York,40.712891,-73.98769399999999,"(40.712891, -73.98769399999999)","227 Madison Street, New York, NY, US"
537,Oceanside Care Center Inc,Residential Health Care Facility - SNF,2914 Lincoln Avenue,Oceanside,New York,11572,Nassau,40.640358,-73.64209,"(40.640358, -73.64209)","2914 Lincoln Avenue, Oceanside, NY, US"
1788,Warren County Health Services,Certified Home Health Agency,1340 State Route 9,Lake George,New York,12845,Warren,43.359562,-73.70146899999999,"(43.359562, -73.70146899999999)","1340 State Route 9, Lake George, NY, US"
6027,Clinton Street Family Care Center,Hospital Extension Clinic,136-142 Clinton Street,Binghamton,New York,13905,Broome,42.105576,-75.924141,"(42.105576, -75.924141)","136-142 Clinton Street, Binghamton, NY, US"
7752,F.F. Thompson Family Practice Lima,Hospital Extension Clinic,7325 Community Drive   PO Box 549,Lima,New York,14485,Livingston,42.89946,-77.610191,"(42.89946, -77.610191)","7325 Community Drive   PO Box 549, Lima, NY, US"
2585,Oswego County Health Dept,Diagnostic and Treatment Center Extension Clinic,Pulaski Court House,Pulaski,New York,13142,Oswego,43.569448,-76.13542199999999,"(43.569448, -76.13542199999999)","Pulaski Court House, Pulaski, NY, US"
776,Montefiore Nyack,Hospital,160 North Midland Avenue,Nyack,New York,10960,Rockland,41.096249,-73.92495699999999,"(41.096249, -73.92495699999999)","160 North Midland Avenue, Nyack, NY, US"
3396,Huntington Artificial Kidney Center,Diagnostic and Treatment Center,351 South Main Street,Freeport,New York,11520,Nassau,40.646495,-73.57461500000001,"(40.646495, -73.57461500000001)","351 South Main Street, Freeport, NY, US"
6352,CES 73,School Based Diagnostic and Treatment Center Extension Clinic,1020 Anderson Avenue,Bronx,New York,10452,Bronx,40.83276,-73.926704,"(40.83276, -73.926704)","1020 Anderson Avenue, Bronx, NY, US"
745,Community Health Center,Diagnostic and Treatment Center,2 Main Street,Cherry Valley,New York,13320,Otsego,42.796867,-74.75408900000001,"(42.796867, -74.75408900000001)","2 Main Street, Cherry Valley, NY, US"
1172,Lincoln Medical & Mental Health Center,Hospital,234 East 149th Street,Bronx,New York,10451,Bronx,40.817661,-73.92421,"(40.817661, -73.92421)","234 East 149th Street, Bronx, NY, US"
7065,Staten Island Artificial Kidney Center,Diagnostic and Treatment Center,1550 Richmond Avenue,Staten Island,New York,10314,Richmond,40.610657,-74.160187,"(40.610657, -74.160187)","1550 Richmond Avenue, Staten Island, NY, US"
1698,Park Terrace Care Center,Residential Health Care Facility - SNF,59-20 Van Doren Street,Rego Park,New York,11368,Queens,40.738827,-73.849312,"(40.738827, -73.849312)","59-20 Van Doren Street, Rego Park, NY, US"
1401,Sea Crest Nursing and Rehabilitation Center,Residential Health Care Facility - SNF,3035 West 24th St,Brooklyn,New York,11224,Kings,40.572155,-73.990364,"(40.572155, -73.990364)","3035 West 24th St, Brooklyn, NY, US"
9605,P.S. 31,School Based Hospital Extension Clinic,55 Layton Street,Staten Island,New York,10310,Richmond,40.586258,-74.148674,"(40.586258, -74.148674)","55 Layton Street, Staten Island, NY, US"
1437,New York-Presbyterian/Lower Manhattan Hospital,Hospital,170 William Street,New York,New York,10038,New York,40.710426,-74.005486,"(40.710426, -74.005486)","170 William Street, New York, NY, US"
3984,Elizabeth Seton Children's Center,Residential Health Care Facility - SNF,300 Corporate Boulevard South,Yonkers,New York,10701,Westchester,40.969028,-73.878693,"(40.969028, -73.878693)","300 Corporate Boulevard South, Yonkers, NY, US"
7661,Bainbridge Nrsg&Rehab Center ADHCP,Adult Day Health Care Program - Offsite,3089-3099 Ocean Avenue,Brooklyn,New York,11235,Kings,40.585888,-73.948776,"(40.585888, -73.948776)","3089-3099 Ocean Avenue, Brooklyn, NY, US"
6895,Hammond Health Center,Hospital Extension Clinic,225 St Lawrence Avenue,Hammond,New York,13646,Saint Lawrence,44.450218,-75.698601,"(44.450218, -75.698601)","225 St Lawrence Avenue, Hammond, NY, US"
2941,Greenwich House Methadone,Diagnostic and Treatment Center,190 Mercer Street,New York,New York,10012,New York,40.725502,-73.997757,"(40.725502, -73.997757)","190 Mercer Street, New York, NY, US"
6703,Community Health Center of the North Country-Malone,Diagnostic and Treatment Center Extension Clinic,Route 51 - Creighton Road,Malone,New York,12953,Franklin,44.848659999999995,-74.294898,"(44.848659999999995, -74.294898)","Route 51 - Creighton Road, Malone, NY, US"
6765,Sherburne-Earlville Central Sch Middle/HS,School Based Hospital Extension Clinic,13 School Street,Sherburne,New York,13460,Chenango,42.688598999999996,-75.500633,"(42.688598999999996, -75.500633)","13 School Street, Sherburne, NY, US"
9747,Hometown Health Centers at Amsterdam,Diagnostic and Treatment Center Extension Clinic,67 Division Street,Amsterdam,New York,12010,Schenectady,42.941162,-74.19564799999999,"(42.941162, -74.19564799999999)","67 Division Street, Amsterdam, NY, US"
9106,Stamford Central School,School Based Hospital Extension Clinic,1 River Street,Stamford,New York,12167,Delaware,42.410804999999996,-74.620636,"(42.410804999999996, -74.620636)","1 River Street, Stamford, NY, US"
4458,Greece Chemical Dependency O/P,Hospital Extension Clinic,1565 Long Pond Road,Rochester,New York,14626,Monroe,43.191063,-77.701546,"(43.191063, -77.701546)","1565 Long Pond Road, Rochester, NY, US"
9000,"Care For the Homeless, Inc",Diagnostic and Treatment Center,1911-1921 Jerome Avenue,Bronx,New York,10453,Bronx,40.850643,-73.910332,"(40.850643, -73.910332)","1911-1921 Jerome Avenue, Bronx, NY, US"
866,Corning Hospital,Hospital,1 Guthrie Drive,Corning,New York,14830,Steuben,42.141293,-77.047562,"(42.141293, -77.047562)","1 Guthrie Drive, Corning, NY, US"
9467,WNY Medical Management,Diagnostic and Treatment Center,700 Michigan Avenue,Buffalo,New York,14203,Erie,42.891365,-78.86601999999999,"(42.891365, -78.86601999999999)","700 Michigan Avenue, Buffalo, NY, US"
6158,"Buffalo Surgery Center,LLC",Diagnostic and Treatment Center,3921 Sheridan Drive,Amherst,New York,14226,Erie,42.978713,-78.788207,"(42.978713, -78.788207)","3921 Sheridan Drive, Amherst, NY, US"
6439,NewYork-Presbyterian Hudson Valley Hospital-Cold Spring,Hospital Extension Clinic,"1756 Rt 9D, 1st Floor",Cold Spring,New York,10516,Westchester,41.438026,-73.916575,"(41.438026, -73.916575)","1756 Rt 9D, 1st Floor, Cold Spring, NY, US"
618,Waterville Residential Care Center,Residential Health Care Facility - SNF,220 Tower Street,Waterville,New York,13480,Oneida,42.930527000000005,-75.383545,"(42.930527000000005, -75.383545)","220 Tower Street, Waterville, NY, US"
3543,Brown Square Health Center,Diagnostic and Treatment Center Extension Clinic,322 Lake Avenue,Rochester,New York,14608,Monroe,43.170425,-77.62730400000001,"(43.170425, -77.62730400000001)","322 Lake Avenue, Rochester, NY, US"
10385,Urban Health Plan,Diagnostic and Treatment Center Extension Clinic,271 East 138th Street,Bronx,New York,10454,Bronx,40.8108092,-73.92660140000001,"(40.8108092, -73.9266014)","271 East 138th Street, Bronx, NY, US"
9348,Anthony Jordan Health Center at Kennedy Towers,Diagnostic and Treatment Center Extension Clinic,666 South Plymouth Ave,Rochester,New York,14608,Monroe,43.142353,-77.619461,"(43.142353, -77.619461)","666 South Plymouth Ave, Rochester, NY, US"
6151,Eye Surgery Center of Westchester,Diagnostic and Treatment Center,838 Pelhamdale Rd,New Rochelle,New York,10801,Westchester,40.926479,-73.804893,"(40.926479, -73.804893)","838 Pelhamdale Rd, New Rochelle, NY, US"
4086,"NYSARC, Inc",Diagnostic and Treatment Center,75 Jones and Gifford Avenue,Jamestown,New York,14701,Chautauqua,42.100887,-79.255348,"(42.100887, -79.255348)","75 Jones and Gifford Avenue, Jamestown, NY, US"
9281,U.S. Renal Care Williamsville Dialysis Center,Diagnostic and Treatment Center,"7964 Transit Road, Suite 8-A",Williamsville,New York,14221,Erie,42.98333,-78.697006,"(42.98333, -78.697006)","7964 Transit Road, Suite 8-A, Williamsville, NY, US"
7538,Is286/172,School Based Diagnostic and Treatment Center Extension Clinic,509 W 129th Street,New York,New York,10037,New York,40.815258,-73.95519300000001,"(40.815258, -73.95519300000001)","509 W 129th Street, New York, NY, US"
9939,FHN-Pediatric and Family Practice Health Center,Diagnostic and Treatment Center Extension Clinic,24 Groton Ave,Cortland,New York,13045,Cortland,42.601243,-76.182078,"(42.601243, -76.182078)","24 Groton Ave, Cortland, NY, US"
4095,"Visiting Nurse Service and Hospice of Suffolk, Inc",Hospice,101 Laurel Road,East Northport,New York,11731,Suffolk,40.882526,-73.326134,"(40.882526, -73.326134)","101 Laurel Road, East Northport, NY, US"
1080,Sutton Park Center for Nursing and Rehabilitation,Residential Health Care Facility - SNF,31 Lockwood Avenue,New Rochelle,New York,10801,Westchester,40.914326,-73.786209,"(40.914326, -73.786209)","31 Lockwood Avenue, New Rochelle, NY, US"
10103,Niagara OB/GYN,Hospital Extension Clinic,564 Niagara Street,Buffalo,New York,14201,Erie,42.899046999999996,-78.890168,"(42.899046999999996, -78.890168)","564 Niagara Street, Buffalo, NY, US"
3618,NYU Winthrop Hospital,Long Term Home Health Care Program,290 Old Country Road,Mineola,New York,11501,Nassau,40.73819,-73.643799,"(40.73819, -73.643799)","290 Old Country Road, Mineola, NY, US"
798,Claxton-Hepburn Medical Center,Hospital,214 King Street,Ogdensburg,New York,13669,Saint Lawrence,44.692039,-75.49990799999999,"(44.692039, -75.49990799999999)","214 King Street, Ogdensburg, NY, US"
9387,Mohawk Valley Dialysis Center,Diagnostic and Treatment Center,115 Towne Square Drive,Amsterdam,New York,12010,Montgomery,42.960803999999996,-74.18480699999999,"(42.960803999999996, -74.18480699999999)","115 Towne Square Drive, Amsterdam, NY, US"
9095,Jordan Health Link,Diagnostic and Treatment Center Extension Clinic,273 Upper Falls Boulevard,Rochester,New York,14605,Monroe,43.17028,-77.610596,"(43.17028, -77.610596)","273 Upper Falls Boulevard, Rochester, NY, US"
4880,Elmwood Health Center,Diagnostic and Treatment Center,2128 Elmwood Avenue,Buffalo,New York,14207,Erie,42.955166,-78.87844799999999,"(42.955166, -78.87844799999999)","2128 Elmwood Avenue, Buffalo, NY, US"
1731,Horizon Care Center,Residential Health Care Facility - SNF,64-11 Beach Channel Drive,Arverne,New York,11692,Queens,40.592949,-73.793602,"(40.592949, -73.793602)","64-11 Beach Channel Drive, Arverne, NY, US"
9149,Advanced Surgery Center,Diagnostic and Treatment Center,150 South Pearl Street,Pearl River,New York,10965,Rockland,41.053707,-74.02464300000001,"(41.053707, -74.02464300000001)","150 South Pearl Street, Pearl River, NY, US"
7851,Cataract Center for the Adirondacks,Diagnostic and Treatment Center,450 Margaret St,Plattsburgh,New York,12901,Clinton,44.716404,-73.44420600000001,"(44.716404, -73.44420600000001)","450 Margaret St, Plattsburgh, NY, US"
9205,134 Park Street Extension Clinic,Hospital Extension Clinic,134 Park Street,Malone,New York,12953,Franklin,44.856784999999995,-74.29205300000001,"(44.856784999999995, -74.29205300000001)","134 Park Street, Malone, NY, US"
9967,Hometown Health Centers at Schenectady High School,School Based Diagnostic and Treatment Center Extension Clinic,1445 The Plaza,Schenectady,New York,12308,Schenectady,42.814745,-73.910538,"(42.814745, -73.910538)","1445 The Plaza, Schenectady, NY, US"
4530,WCHOB Child Protection Center,Hospital Extension Clinic,556 Franklin Street,Buffalo,New York,14202,Erie,42.901610999999995,-78.871658,"(42.901610999999995, -78.871658)","556 Franklin Street, Buffalo, NY, US"
10005,Outpatient Extension Clinic,Hospital Extension Clinic,200 East River Road,Rochester,New York,14623,Monroe,43.114094,-77.63282099999999,"(43.114094, -77.63282099999999)","200 East River Road, Rochester, NY, US"
9797,Port Richmond High School,School Based Hospital Extension Clinic,85 St. Joseph's Avenue,Staten Island,New York,10302,Richmond,40.634843,-74.142015,"(40.634843, -74.142015)","85 St. Joseph's Avenue, Staten Island, NY, US"
7627,Montefiore Med Park Group Dental,Hospital Extension Clinic,1625 Poplar Street-Suite 225,Bronx,New York,10461,Bronx,40.845581,-73.84679399999999,"(40.845581, -73.84679399999999)","1625 Poplar Street-Suite 225, Bronx, NY, US"
4895,New Berlin Extension Clinic,Hospital Extension Clinic,4 Terrace Heights,New Berlin,New York,13411,Chenango,42.6329,-75.316498,"(42.6329, -75.316498)","4 Terrace Heights, New Berlin, NY, US"
9745,Stevenson High School,School Based Hospital Extension Clinic,1980 Lafayette Avenue,Bronx,New York,10473,Bronx,40.821344,-73.855673,"(40.821344, -73.855673)","1980 Lafayette Avenue, Bronx, NY, US"
1124,SJRH - Dobbs Ferry Pavillion,Hospital,128 Ashford Avenue,Dobbs Ferry,New York,10522,Westchester,41.014721,-73.862259,"(41.014721, -73.862259)","128 Ashford Avenue, Dobbs Ferry, NY, US"
1635,St Johns Episcopal Hospital So Shore,Hospital,327 Beach 19th Street,Far Rockaway,New York,11691,Queens,40.598637,-73.752769,"(40.598637, -73.752769)","327 Beach 19th Street, Far Rockaway, NY, US"
4517,East End Hospice Inc,Hospice,481 Westhampton-Riverhead Road,Westhampton Beach,New York,11978,Suffolk,40.864618,-72.645972,"(40.864618, -72.645972)","481 Westhampton-Riverhead Road, Westhampton Beach, NY, US"
5560,George Washington High School,School Based Hospital Extension Clinic,549 Audubon Avenue,New York,New York,10034,New York,40.855942,-73.926987,"(40.855942, -73.926987)","549 Audubon Avenue, New York, NY, US"
6927,Eastman Dental Center-Mobile Dental Van #1,School Based Diagnostic and Treatment Center Extension Clinic,625 Elmwood Avenue,Rochester,New York,14620,Monroe,43.124373999999996,-77.622765,"(43.124373999999996, -77.622765)","625 Elmwood Avenue, Rochester, NY, US"
10275,Surgical Specialists of Glens Falls Hospital,Hospital Extension Clinic,14 Hudson Avenue,Glens Falls,New York,12801,Warren,43.3079826,-73.64608220000001,"(43.3079826, -73.6460822)","14 Hudson Avenue, Glens Falls, NY, US"
3087,Fulton Health Center,Diagnostic and Treatment Center Extension Clinic,522 South Fourth Street-Suite 500,Fulton,New York,13069,Oswego,43.314147999999996,-76.40525799999999,"(43.314147999999996, -76.40525799999999)","522 South Fourth Street-Suite 500, Fulton, NY, US"
983,Beechtree Center for Rehabilitation and Nursing,Residential Health Care Facility - SNF,318 South Albany Street,Ithaca,New York,14850,Tompkins,42.436283,-76.50164000000001,"(42.436283, -76.50164000000001)","318 South Albany Street, Ithaca, NY, US"
7603,Center for Womens Health,Hospital Extension Clinic,440 Seaview Avenue,Staten Island,New York,10305,Richmond,40.583263,-74.085876,"(40.583263, -74.085876)","440 Seaview Avenue, Staten Island, NY, US"
10178,P.S. 002 Meyer London,School Based Hospital Extension Clinic,122 Henry Street,New York,New York,10002,New York,40.713167,-73.99135,"(40.713167, -73.99135)","122 Henry Street, New York, NY, US"
6437,Unity Ob/Gyn at Clinton Crossings,Hospital Extension Clinic,995 Senator Keating Blvd,Rochester,New York,14618,Monroe,43.111588,-77.59446700000001,"(43.111588, -77.59446700000001)","995 Senator Keating Blvd, Rochester, NY, US"
1216,"Providence Rest, Inc.",Residential Health Care Facility - SNF,3304 Waterbury Avenue,Bronx,New York,10465,Bronx,40.83749,-73.817528,"(40.83749, -73.817528)","3304 Waterbury Avenue, Bronx, NY, US"
4952,Visiting Nursing Association of Western New York Inc,Certified Home Health Agency,650 Airborne Parkway,Cheektowaga,New York,14225,Erie,42.956619,-78.714821,"(42.956619, -78.714821)","650 Airborne Parkway, Cheektowaga, NY, US"
4466,UHCC - Harrison,Hospital Extension Clinic,550 Harrison Street,Syracuse,New York,13210,Onondaga,43.044216,-76.143906,"(43.044216, -76.143906)","550 Harrison Street, Syracuse, NY, US"
857,Schuyler County Legislature c/o County Physicians,Diagnostic and Treatment Center,106 South Perry Street,Watkins Glen,New York,14891,Schuyler,42.375729,-76.864784,"(42.375729, -76.864784)","106 South Perry Street, Watkins Glen, NY, US"
7806,Harlem East Life Plan,Diagnostic and Treatment Center,2367-69 Second Avenue,New York,New York,10035,New York,40.800568,-73.935249,"(40.800568, -73.935249)","2367-69 Second Avenue, New York, NY, US"
9631,Jamestown Dialysis Center,Diagnostic and Treatment Center Extension Clinic,207 Foote Avenue,Jamestown,New York,14701,Chautauqua,42.091236,-79.232872,"(42.091236, -79.232872)","207 Foote Avenue, Jamestown, NY, US"
1877,HCR / HCR Home Care,Certified Home Health Agency,"6007 Fair Lakes Road, Suite 200",East Syracuse,New York,13057,Onondaga,43.093097,-76.07033299999999,"(43.093097, -76.07033299999999)","6007 Fair Lakes Road, Suite 200, East Syracuse, NY, US"
9879,"William F. Ryan Community Health Center, Inc.",Diagnostic and Treatment Center Extension Clinic,138 West 143rd Street,New York,New York,10030,New York,40.819716,-73.939123,"(40.819716, -73.939123)","138 West 143rd Street, New York, NY, US"
2958,Cattaraugus Co Health Department,Long Term Home Health Care Program,1 Leo Moss Drive,Olean,New York,14760,Cattaraugus,42.086971000000005,-78.450386,"(42.086971000000005, -78.450386)","1 Leo Moss Drive, Olean, NY, US"
10223,Calvary Hospital,Hospital,150 55th Street,Brooklyn,New York,11220,Kings,40.646444,-74.021033,"(40.646444, -74.021033)","150 55th Street, Brooklyn, NY, US"
4805,NYP/Queens Cardiac Health Center,Hospital Extension Clinic,"174-11 Horace Harding Expressway, 1st Floor",Fresh Meadows,New York,11365,Queens,40.739079,-73.795158,"(40.739079, -73.795158)","174-11 Horace Harding Expressway, 1st Floor, Fresh Meadows, NY, US"
10376,Little Falls Hospital St. Johnsville Health Center,Primary Care Hospital - Critical Access Hospital Extension Clinic,8 Park Place,St. Johnsville,New York,13452,Montgomery,42.9979006,-74.67818740000001,"(42.9979006, -74.6781874)","8 Park Place, St. Johnsville, NY, US"
6339,Jones Memorial Healthcare Center,Hospital Extension Clinic,5877 Old State Route 19,Belmont,New York,14813,Allegany,42.230042,-78.048813,"(42.230042, -78.048813)","5877 Old State Route 19, Belmont, NY, US"
9610,P.S. 90,School Based Hospital Extension Clinic,2840 W. 12th Street,Brooklyn,New York,11224,Kings,40.578487,-73.979668,"(40.578487, -73.979668)","2840 W. 12th Street, Brooklyn, NY, US"
1394,CHN - Community League Center,Diagnostic and Treatment Center Extension Clinic,511 West 157th Street,New York,New York,10032,New York,40.832893,-73.942261,"(40.832893, -73.942261)","511 West 157th Street, New York, NY, US"
9343,Maimonides Breast Center,Hospital Extension Clinic,745 64th Street,Brooklyn,New York,11220,Kings,40.633896,-74.01289399999999,"(40.633896, -74.01289399999999)","745 64th Street, Brooklyn, NY, US"
1675,The Grand Rehabilitation and Nursing at Queens,Residential Health Care Facility - SNF,157-15 19th Avenue,Whitestone,New York,11357,Queens,40.781315,-73.804703,"(40.781315, -73.804703)","157-15 19th Avenue, Whitestone, NY, US"
7671,SLMHC - Rome Dialysis Unit,Hospital Extension Clinic,91 Perimeter Road,Rome,New York,13441,Oneida,43.226517,-75.427368,"(43.226517, -75.427368)","91 Perimeter Road, Rome, NY, US"
9780,Coram Dialysis,Diagnostic and Treatment Center Extension Clinic,1500 Middle Country Road,Centereach,New York,11720,Suffolk,40.860018,-73.06461,"(40.860018, -73.06461)","1500 Middle Country Road, Centereach, NY, US"
252,St Catherine Laboure Health Care Center,Residential Health Care Facility - SNF,2157 Main Street,Buffalo,New York,14214,Erie,42.92905,-78.849953,"(42.92905, -78.849953)","2157 Main Street, Buffalo, NY, US"
87,E John Gavras Center,Diagnostic and Treatment Center,182 North Street,Auburn,New York,13021,Cayuga,42.944103000000005,-76.566963,"(42.944103000000005, -76.566963)","182 North Street, Auburn, NY, US"
19,St. Margaret's Center,Residential Health Care Facility - SNF,27 Hackett Boulevard,Albany,New York,12208,Albany,42.645485,-73.77829,"(42.645485, -73.77829)","27 Hackett Boulevard, Albany, NY, US"
9934,Callen-Lorde Bronx,Diagnostic and Treatment Center Extension Clinic,3144 3rd Avenue,Bronx,New York,10451,Bronx,40.822278999999995,-73.910583,"(40.822278999999995, -73.910583)","3144 3rd Avenue, Bronx, NY, US"
6343,Fishkill Ambulatory Surgery Center,Hospital Extension Clinic,200 Westage Business Center,Fishkill,New York,12524,Dutchess,41.524715,-73.895485,"(41.524715, -73.895485)","200 Westage Business Center, Fishkill, NY, US"
10294,PACE Health Center Cheektowaga,Hospital Extension Clinic,600 Doat Street,Buffalo,New York,14211,Erie,42.909739,-78.798491,"(42.909739, -78.798491)","600 Doat Street, Buffalo, NY, US"
330,Nathan Littauer Hospital,Hospital,99 East State Street,Gloversville,New York,12078,Fulton,43.068096000000004,-74.33064300000001,"(43.068096000000004, -74.33064300000001)","99 East State Street, Gloversville, NY, US"
401,Community Memorial Hospital Inc,Primary Care Hospital - Critical Access Hospital,150 Broad St,Hamilton,New York,13346,Madison,42.814011,-75.541962,"(42.814011, -75.541962)","150 Broad St, Hamilton, NY, US"
10350,Premium Health Women's Health Center,Diagnostic and Treatment Center Extension Clinic,4514 16th Avenue,Brooklyn,New York,11204,Kings,40.6331804,-73.9834187,"(40.6331804, -73.9834187)","4514 16th Avenue, Brooklyn, NY, US"
